114;43,73490045;10,32596688;0,520
115;43,73490045;10,32609141;0,573
116;43,73490045;10,32621594;0,426
117;43,73481047;10,32584235;0,533
118;43,73481047;10,32596688;0,581
119;43,73481047;10,32609141;0,576
120;43,73481047;10,32621594;0,382
121;43,73472050;10,32584235;0,511
122;43,73472050;10,32596688;0,585
123;43,73472050;10,32609141;0,523
124;43,73463052;10,32571782;0,490
125;43,73463052;10,32584235;0,543
126;43,73463052;10,32596688;0,571
127;43,73463052;10,32609141;0,387
128;43,73454055;10,32571782;0,533
129;43,73454055;10,32584235;0,582
130;43,73454055;10,32596688;0,501
131;43,73454055;10,32609141;0,383
132;43,73445057;10,32559329;0,473
133;43,73445057;10,32571782;0,508
134;43,73445057;10,32584235;0,559
135;43,73445057;10,32596688;0,427
136;43,73436060;10,32559329;0,469
137;43,73436060;10,32571782;0,581
138;43,73436060;10,32584235;0,503
139;43,73436060;10,32596688;0,416
140;43,73427062;10,32546876;0,445
141;43,73427062;10,32559329;0,609
142;43,73427062;10,32571782;0,545
143;43,73427062;10,32584235;0,449
144;43,73418065;10,32546876;0,382
145;43,73418065;10,32559329;0,598
146;43,73418065;10,32571782;0,550
147;43,73418065;10,32584235;0,413
148;43,73409067;10,32546876;0,556
149;43,73409067;10,32559329;0,572
150;43,73409067;10,32571782;0,477
151;43,73400070;10,32534423;0,361
152;43,73400070;10,32546876;0,607
153;43,73400070;10,32559329;0,508
154;43,73400070;10,32571782;0,369
155;43,73391072;10,32534423;0,479
156;43,73391072;10,32546876;0,534
157;43,73391072;10,32559329;0,523
158;43,73391072;10,32571782;0,344
159;43,73382075;10,32521971;0,274
160;43,73382075;10,32534423;0,539
161;43,73382075;10,32546876;0,533
162;43,73382075;10,32559329;0,667
163;43,73382075;10,32571782;0,419
164;43,73373077;10,32521971;0,510
165;43,73373077;10,32534423;0,546
166;43,73373077;10,32546876;0,559
167;43,73373077;10,32559329;0,612
168;43,73373077;10,32571782;0,306
169;43,73364080;10,32521971;0,603
170;43,73364080;10,32534423;0,705
171;43,73364080;10,32546876;0,693
172;43,73364080;10,32559329;0,652
173;43,73364080;10,32571782;0,518
