0;43,73732978;10,32721217;0,111
1;43,73732978;10,32733670;0,108
2;43,73732978;10,32746123;0,174
3;43,73732978;10,32758576;0,195
4;43,73723980;10,32708764;0,627
5;43,73723980;10,32721217;0,436
6;43,73723980;10,32733670;0,306
7;43,73723980;10,32746123;0,272
8;43,73723980;10,32758576;0,373
9;43,73714983;10,32708764;0,443
10;43,73714983;10,32721217;0,294
11;43,73714983;10,32733670;0,548
12;43,73714983;10,32746123;0,269
13;43,73714983;10,32758576;0,453
14;43,73714983;10,32771029;0,354
15;43,73705985;10,32708764;0,434
16;43,73705985;10,32721217;0,352
17;43,73705985;10,32733670;0,397
18;43,73705985;10,32746123;0,483
19;43,73705985;10,32758576;0,400
20;43,73705985;10,32771029;0,485
21;43,73696988;10,32721217;0,447
22;43,73696988;10,32733670;0,420
23;43,73696988;10,32746123;0,411
24;43,73696988;10,32758576;0,476
25;43,73696988;10,32771029;0,518
26;43,73687990;10,32721217;0,556
27;43,73687990;10,32733670;0,498
28;43,73687990;10,32746123;0,554
29;43,73687990;10,32758576;0,528
30;43,73678992;10,32708764;0,543
31;43,73678992;10,32721217;0,546
32;43,73678992;10,32733670;0,480
33;43,73678992;10,32746123;0,517
34;43,73669995;10,32708764;0,562
35;43,73669995;10,32721217;0,575
36;43,73669995;10,32733670;0,568
37;43,73669995;10,32746123;0,515
38;43,73660997;10,32696311;0,557
39;43,73660997;10,32708764;0,576
40;43,73660997;10,32721217;0,584
41;43,73660997;10,32733670;0,514
42;43,73652000;10,32696311;0,554
43;43,73652000;10,32708764;0,621
44;43,73652000;10,32721217;0,553
45;43,73652000;10,32733670;0,492
46;43,73643002;10,32683858;0,546
47;43,73643002;10,32696311;0,583
48;43,73643002;10,32708764;0,568
49;43,73643002;10,32721217;0,557
50;43,73634005;10,32683858;0,544
51;43,73634005;10,32696311;0,642
52;43,73634005;10,32708764;0,573
53;43,73634005;10,32721217;0,534
54;43,73625007;10,32671406;0,541
55;43,73625007;10,32683858;0,603
56;43,73625007;10,32696311;0,621
57;43,73625007;10,32708764;0,565
58;43,73616010;10,32671406;0,522
59;43,73616010;10,32683858;0,556
60;43,73616010;10,32696311;0,529
61;43,73616010;10,32708764;0,489
62;43,73607012;10,32658953;0,434
63;43,73607012;10,32671406;0,514
64;43,73607012;10,32683858;0,520
65;43,73607012;10,32696311;0,478
66;43,73598015;10,32658953;0,433
67;43,73598015;10,32671406;0,406
68;43,73598015;10,32683858;0,466
69;43,73598015;10,32696311;0,457
70;43,73589017;10,32646500;0,492
71;43,73589017;10,32658953;0,513
72;43,73589017;10,32671406;0,511
73;43,73589017;10,32683858;0,465
74;43,73580020;10,32646500;0,499
75;43,73580020;10,32658953;0,535
76;43,73580020;10,32671406;0,507
77;43,73580020;10,32683858;0,460
78;43,73571022;10,32646500;0,540
79;43,73571022;10,32658953;0,578
80;43,73571022;10,32671406;0,472
81;43,73562025;10,32634047;0,474
82;43,73562025;10,32646500;0,515
83;43,73562025;10,32658953;0,516
84;43,73562025;10,32671406;0,438
85;43,73553027;10,32634047;0,503
86;43,73553027;10,32646500;0,541
87;43,73553027;10,32658953;0,474
88;43,73553027;10,32671406;0,434
89;43,73544030;10,32621594;0,486
90;43,73544030;10,32634047;0,511
91;43,73544030;10,32646500;0,541
92;43,73544030;10,32658953;0,463
93;43,73535032;10,32621594;0,489
94;43,73535032;10,32634047;0,583
95;43,73535032;10,32646500;0,519
96;43,73535032;10,32658953;0,463
97;43,73526035;10,32609141;0,497
98;43,73526035;10,32621594;0,526
99;43,73526035;10,32634047;0,514
100;43,73526035;10,32646500;0,449
101;43,73517037;10,32609141;0,513
102;43,73517037;10,32621594;0,579
103;43,73517037;10,32634047;0,562
104;43,73517037;10,32646500;0,449
105;43,73508040;10,32596688;0,485
106;43,73508040;10,32609141;0,515
107;43,73508040;10,32621594;0,548
108;43,73508040;10,32634047;0,464
109;43,73499042;10,32596688;0,487
110;43,73499042;10,32609141;0,567
111;43,73499042;10,32621594;0,518
112;43,73499042;10,32634047;0,326
113;43,73490045;10,32584235;0,507
